Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,98%
DELETE,/booking/1050,1,0,1517.8344000014476,1517.8344000014476,1517.8344000014476,1517.8344000014476,7.0,0.03275269067591297,0.0,1500
DELETE,/booking/1051,1,0,1535.3552000015043,1535.3552000015043,1535.3552000015043,1535.3552000015043,7.0,0.03275269067591297,0.0,1500
DELETE,/booking/1052,1,0,1543.1073999789078,1543.1073999789078,1543.1073999789078,1543.1073999789078,7.0,0.03275269067591297,0.0,1500
DELETE,/booking/1053,1,0,1574.2172000173014,1574.2172000173014,1574.2172000173014,1574.2172000173014,7.0,0.03275269067591297,0.0,1600
DELETE,/booking/1054,1,0,1646.2119999923743,1646.2119999923743,1646.2119999923743,1646.2119999923743,7.0,0.03275269067591297,0.0,1600
DELETE,/booking/1055,1,0,1566.883699997561,1566.883699997561,1566.883699997561,1566.883699997561,7.0,0.03275269067591297,0.0,1600
DELETE,/booking/1056,1,0,1615.1151000231039,1615.1151000231039,1615.1151000231039,1615.1151000231039,7.0,0.03275269067591297,0.0,1600
DELETE,/booking/1057,1,0,1644.0548000100534,1644.0548000100534,1644.0548000100534,1644.0548000100534,7.0,0.03275269067591297,0.0,1600
DELETE,/booking/1058,1,0,1622.636899992358,1622.636899992358,1622.636899992358,1622.636899992358,7.0,0.03275269067591297,0.0,1600
DELETE,/booking/1059,1,0,1638.8700999959838,1638.8700999959838,1638.8700999959838,1638.8700999959838,7.0,0.03275269067591297,0.0,1600
DELETE,/booking/1060,1,0,1631.549100013217,1631.549100013217,1631.549100013217,1631.549100013217,7.0,0.03275269067591297,0.0,1600
DELETE,/booking/1061,1,0,1633.9939000026789,1633.9939000026789,1633.9939000026789,1633.9939000026789,7.0,0.03275269067591297,0.0,1600
DELETE,/booking/1062,1,0,1604.0877000195906,1604.0877000195906,1604.0877000195906,1604.0877000195906,7.0,0.03275269067591297,0.0,1600
DELETE,/booking/1063,1,0,885.3823999816086,885.3823999816086,885.3823999816086,885.3823999816086,7.0,0.03275269067591297,0.0,890
DELETE,/booking/1064,1,0,905.038600001717,905.038600001717,905.038600001717,905.038600001717,7.0,0.03275269067591297,0.0,910
DELETE,/booking/1065,1,0,894.9045999906957,894.9045999906957,894.9045999906957,894.9045999906957,7.0,0.03275269067591297,0.0,890
DELETE,/booking/1066,1,0,907.3840999917593,907.3840999917593,907.3840999917593,907.3840999917593,7.0,0.03275269067591297,0.0,910
DELETE,/booking/1067,1,0,908.0735999741592,908.0735999741592,908.0735999741592,908.0735999741592,7.0,0.03275269067591297,0.0,910
DELETE,/booking/1068,1,0,910.4616999975406,910.4616999975406,910.4616999975406,910.4616999975406,7.0,0.03275269067591297,0.0,910
DELETE,/booking/1069,1,0,913.5458999953698,913.5458999953698,913.5458999953698,913.5458999953698,7.0,0.03275269067591297,0.0,910
DELETE,/booking/1070,1,0,932.9447000054643,932.9447000054643,932.9447000054643,932.9447000054643,7.0,0.03275269067591297,0.0,930
DELETE,/booking/1071,1,0,907.9723999893758,907.9723999893758,907.9723999893758,907.9723999893758,7.0,0.03275269067591297,0.0,910
DELETE,/booking/1072,1,0,939.6163999917917,939.6163999917917,939.6163999917917,939.6163999917917,7.0,0.03275269067591297,0.0,940
DELETE,/booking/1073,1,0,938.0366999830585,938.0366999830585,938.0366999830585,938.0366999830585,7.0,0.03275269067591297,0.0,940
DELETE,/booking/1074,1,0,940.4618999978993,940.4618999978993,940.4618999978993,940.4618999978993,7.0,0.03275269067591297,0.0,940
DELETE,/booking/1075,1,0,944.8610999970697,944.8610999970697,944.8610999970697,944.8610999970697,7.0,0.03275269067591297,0.0,940
DELETE,/booking/1076,1,0,928.1088999996427,928.1088999996427,928.1088999996427,928.1088999996427,7.0,0.03275269067591297,0.0,930
DELETE,/booking/1077,1,0,945.6682000018191,945.6682000018191,945.6682000018191,945.6682000018191,7.0,0.03275269067591297,0.0,950
DELETE,/booking/1078,1,0,876.2701000086963,876.2701000086963,876.2701000086963,876.2701000086963,7.0,0.03275269067591297,0.0,880
DELETE,/booking/1079,1,0,889.9909000028856,889.9909000028856,889.9909000028856,889.9909000028856,7.0,0.03275269067591297,0.0,890
DELETE,/booking/1080,1,0,1070.351500005927,1070.351500005927,1070.351500005927,1070.351500005927,7.0,0.03275269067591297,0.0,1100
DELETE,/booking/1081,1,0,1072.6265000121202,1072.6265000121202,1072.6265000121202,1072.6265000121202,7.0,0.03275269067591297,0.0,1100
DELETE,/booking/1082,1,0,1087.3000999854412,1087.3000999854412,1087.3000999854412,1087.3000999854412,7.0,0.03275269067591297,0.0,1100
DELETE,/booking/1083,1,0,1073.3610000170302,1073.3610000170302,1073.3610000170302,1073.3610000170302,7.0,0.03275269067591297,0.0,1100
DELETE,/booking/1084,1,0,1073.595199995907,1073.595199995907,1073.595199995907,1073.595199995907,7.0,0.03275269067591297,0.0,1100
DELETE,/booking/1085,1,0,1088.6185999843292,1088.6185999843292,1088.6185999843292,1088.6185999843292,7.0,0.03275269067591297,0.0,1100
DELETE,/booking/1086,1,0,1111.164000001736,1111.164000001736,1111.164000001736,1111.164000001736,7.0,0.03275269067591297,0.0,1100
DELETE,/booking/1087,1,0,1061.4643000008073,1061.4643000008073,1061.4643000008073,1061.4643000008073,7.0,0.03275269067591297,0.0,1100
DELETE,/booking/1088,1,0,1050.2738999784924,1050.2738999784924,1050.2738999784924,1050.2738999784924,7.0,0.03275269067591297,0.0,1100
DELETE,/booking/1089,1,0,1061.7433000006713,1061.7433000006713,1061.7433000006713,1061.7433000006713,7.0,0.03275269067591297,0.0,1100
DELETE,/booking/1090,1,0,956.6599999961909,956.6599999961909,956.6599999961909,956.6599999961909,7.0,0.03275269067591297,0.0,960
DELETE,/booking/1091,1,0,1068.4901000058744,1068.4901000058744,1068.4901000058744,1068.4901000058744,7.0,0.03275269067591297,0.0,1100
DELETE,/booking/1092,1,0,957.7355000074022,957.7355000074022,957.7355000074022,957.7355000074022,7.0,0.03275269067591297,0.0,960
DELETE,/booking/1093,1,0,1092.4684000201523,1092.4684000201523,1092.4684000201523,1092.4684000201523,7.0,0.03275269067591297,0.0,1100
DELETE,/booking/1094,1,0,960.3699000144843,960.3699000144843,960.3699000144843,960.3699000144843,7.0,0.03275269067591297,0.0,960
DELETE,/booking/1095,1,0,953.125,953.125,953.125,953.125,7.0,0.03275269067591297,0.0,950
DELETE,/booking/1096,1,0,968.9252000243869,968.9252000243869,968.9252000243869,968.9252000243869,7.0,0.03275269067591297,0.0,970
DELETE,/booking/1097,1,0,1110.4270999785513,1110.4270999785513,1110.4270999785513,1110.4270999785513,7.0,0.03275269067591297,0.0,1100
DELETE,/booking/1098,1,0,1134.380700008478,1134.380700008478,1134.380700008478,1134.380700008478,7.0,0.03275269067591297,0.0,1100
DELETE,/booking/1099,1,0,1119.097500020871,1119.097500020871,1119.097500020871,1119.097500020871,7.0,0.03275269067591297,0.0,1100
DELETE,/booking/1100,1,0,972.5198000087403,972.5198000087403,972.5198000087403,972.5198000087403,7.0,0.03275269067591297,0.0,970
DELETE,/booking/1101,1,0,1131.3279000169132,1131.3279000169132,1131.3279000169132,1131.3279000169132,7.0,0.03275269067591297,0.0,1100
DELETE,/booking/1102,1,0,1130.1362000231165,1130.1362000231165,1130.1362000231165,1130.1362000231165,7.0,0.03275269067591297,0.0,1100
DELETE,/booking/1103,1,0,972.4641999928281,972.4641999928281,972.4641999928281,972.4641999928281,7.0,0.03275269067591297,0.0,970
DELETE,/booking/1104,1,0,983.2198000221979,983.2198000221979,983.2198000221979,983.2198000221979,7.0,0.03275269067591297,0.0,980
DELETE,/booking/1105,1,0,981.5955999947619,981.5955999947619,981.5955999947619,981.5955999947619,7.0,0.03275269067591297,0.0,980
DELETE,/booking/1106,1,0,977.8003999963403,977.8003999963403,977.8003999963403,977.8003999963403,7.0,0.03275269067591297,0.0,980
DELETE,/booking/1107,1,0,982.9198000079487,982.9198000079487,982.9198000079487,982.9198000079487,7.0,0.03275269067591297,0.0,980
DELETE,/booking/1108,1,0,978.2560000021476,978.2560000021476,978.2560000021476,978.2560000021476,7.0,0.03275269067591297,0.0,980
DELETE,/booking/1109,1,0,961.042200011434,961.042200011434,961.042200011434,961.042200011434,7.0,0.03275269067591297,0.0,960
DELETE,/booking/1110,1,0,962.1212000201922,962.1212000201922,962.1212000201922,962.1212000201922,7.0,0.03275269067591297,0.0,960
DELETE,/booking/1111,1,0,961.3805999979377,961.3805999979377,961.3805999979377,961.3805999979377,7.0,0.03275269067591297,0.0,960
DELETE,/booking/1112,1,0,1138.3851999999024,1138.3851999999024,1138.3851999999024,1138.3851999999024,7.0,0.03275269067591297,0.0,1100
DELETE,/booking/1113,1,0,966.1346000211779,966.1346000211779,966.1346000211779,966.1346000211779,7.0,0.03275269067591297,0.0,970
DELETE,/booking/1114,1,0,984.2720999731682,984.2720999731682,984.2720999731682,984.2720999731682,7.0,0.03275269067591297,0.0,980
DELETE,/booking/1115,1,0,984.3875000078697,984.3875000078697,984.3875000078697,984.3875000078697,7.0,0.03275269067591297,0.0,980
DELETE,/booking/1116,1,0,1131.6665000049397,1131.6665000049397,1131.6665000049397,1131.6665000049397,7.0,0.03275269067591297,0.0,1100
DELETE,/booking/1117,1,0,956.5336999949068,956.5336999949068,956.5336999949068,956.5336999949068,7.0,0.03275269067591297,0.0,960
DELETE,/booking/1118,1,0,1133.754599984968,1133.754599984968,1133.754599984968,1133.754599984968,7.0,0.03275269067591297,0.0,1100
DELETE,/booking/1119,1,0,1299.2383999808226,1299.2383999808226,1299.2383999808226,1299.2383999808226,7.0,0.03275269067591297,0.0,1300
DELETE,/booking/1120,1,0,1153.9255999960005,1153.9255999960005,1153.9255999960005,1153.9255999960005,7.0,0.03275269067591297,0.0,1200
DELETE,/booking/1121,1,0,1137.4264000041876,1137.4264000041876,1137.4264000041876,1137.4264000041876,7.0,0.03275269067591297,0.0,1100
DELETE,/booking/1122,1,0,1174.02979999315,1174.02979999315,1174.02979999315,1174.02979999315,7.0,0.03275269067591297,0.0,1200
DELETE,/booking/1123,1,0,990.5015000258572,990.5015000258572,990.5015000258572,990.5015000258572,7.0,0.03275269067591297,0.0,990
DELETE,/booking/1124,1,0,1013.8788999756798,1013.8788999756798,1013.8788999756798,1013.8788999756798,7.0,0.03275269067591297,0.0,1000
DELETE,/booking/1125,1,0,986.3555000047199,986.3555000047199,986.3555000047199,986.3555000047199,7.0,0.03275269067591297,0.0,990
DELETE,/booking/1126,1,0,995.5667000031099,995.5667000031099,995.5667000031099,995.5667000031099,7.0,0.03275269067591297,0.0,1000
DELETE,/booking/1127,1,0,1125.8173999958672,1125.8173999958672,1125.8173999958672,1125.8173999958672,7.0,0.03275269067591297,0.0,1100
DELETE,/booking/1128,1,0,1126.4161999861244,1126.4161999861244,1126.4161999861244,1126.4161999861244,7.0,0.03275269067591297,0.0,1100
DELETE,/booking/1129,1,0,1015.6201999925543,1015.6201999925543,1015.6201999925543,1015.6201999925543,7.0,0.03275269067591297,0.0,1000
DELETE,/booking/1130,1,0,1400.3381000075024,1400.3381000075024,1400.3381000075024,1400.3381000075024,7.0,0.03275269067591297,0.0,1400
DELETE,/booking/1131,1,0,1284.128100000089,1284.128100000089,1284.128100000089,1284.128100000089,7.0,0.03275269067591297,0.0,1300
DELETE,/booking/1132,1,0,1309.3114999937825,1309.3114999937825,1309.3114999937825,1309.3114999937825,7.0,0.03275269067591297,0.0,1300
DELETE,/booking/1133,1,0,1337.3616999888327,1337.3616999888327,1337.3616999888327,1337.3616999888327,7.0,0.03275269067591297,0.0,1300
DELETE,/booking/1134,1,0,1344.3987000209745,1344.3987000209745,1344.3987000209745,1344.3987000209745,7.0,0.03275269067591297,0.0,1300
DELETE,/booking/1135,1,0,1348.9309000142384,1348.9309000142384,1348.9309000142384,1348.9309000142384,7.0,0.03275269067591297,0.0,1300
DELETE,/booking/1136,1,0,1304.3577000207733,1304.3577000207733,1304.3577000207733,1304.3577000207733,7.0,0.03275269067591297,0.0,1300
DELETE,/booking/1137,1,0,1352.1291999786627,1352.1291999786627,1352.1291999786627,1352.1291999786627,7.0,0.03275269067591297,0.0,1400
DELETE,/booking/1138,1,0,1382.2095000068657,1382.2095000068657,1382.2095000068657,1382.2095000068657,7.0,0.03275269067591297,0.0,1400
DELETE,/booking/1139,1,0,1359.2055000190157,1359.2055000190157,1359.2055000190157,1359.2055000190157,7.0,0.03275269067591297,0.0,1400
DELETE,/booking/1140,1,0,1203.567499993369,1203.567499993369,1203.567499993369,1203.567499993369,7.0,0.03275269067591297,0.0,1200
DELETE,/booking/1141,1,0,1200.5197000107728,1200.5197000107728,1200.5197000107728,1200.5197000107728,7.0,0.03275269067591297,0.0,1200
DELETE,/booking/1142,1,0,1195.3499999945052,1195.3499999945052,1195.3499999945052,1195.3499999945052,7.0,0.03275269067591297,0.0,1200
DELETE,/booking/1143,1,0,1371.1878999893088,1371.1878999893088,1371.1878999893088,1371.1878999893088,7.0,0.03275269067591297,0.0,1400
DELETE,/booking/1144,1,0,1216.0656999913044,1216.0656999913044,1216.0656999913044,1216.0656999913044,7.0,0.03275269067591297,0.0,1200
DELETE,/booking/1145,1,0,1258.3881999889854,1258.3881999889854,1258.3881999889854,1258.3881999889854,7.0,0.03275269067591297,0.0,1300
DELETE,/booking/1146,1,0,1271.4739000075497,1271.4739000075497,1271.4739000075497,1271.4739000075497,7.0,0.03275269067591297,0.0,1300
DELETE,/booking/1147,1,0,1277.7146000007633,1277.7146000007633,1277.7146000007633,1277.7146000007633,7.0,0.03275269067591297,0.0,1300
DELETE,/booking/1148,1,0,1414.0291000076104,1414.0291000076104,1414.0291000076104,1414.0291000076104,7.0,0.03275269067591297,0.0,1400
DELETE,/booking/1149,1,0,1417.8507999749854,1417.8507999749854,1417.8507999749854,1417.8507999749854,7.0,0.03275269067591297,0.0,1400
DELETE,/booking/1150,1,0,1422.5951999833342,1422.5951999833342,1422.5951999833342,1422.5951999833342,7.0,0.03275269067591297,0.0,1400
DELETE,/booking/1151,1,0,1407.3967000003904,1407.3967000003904,1407.3967000003904,1407.3967000003904,7.0,0.03275269067591297,0.0,1400
DELETE,/booking/1152,1,0,1420.0353999913204,1420.0353999913204,1420.0353999913204,1420.0353999913204,7.0,0.03275269067591297,0.0,1400
DELETE,/booking/1153,1,0,1436.4537000074051,1436.4537000074051,1436.4537000074051,1436.4537000074051,7.0,0.03275269067591297,0.0,1400
DELETE,/booking/1154,1,0,1421.9815999967977,1421.9815999967977,1421.9815999967977,1421.9815999967977,7.0,0.03275269067591297,0.0,1400
DELETE,/booking/1155,1,0,1424.0666000114288,1424.0666000114288,1424.0666000114288,1424.0666000114288,7.0,0.03275269067591297,0.0,1400
DELETE,/booking/1156,1,0,1447.912500007078,1447.912500007078,1447.912500007078,1447.912500007078,7.0,0.03275269067591297,0.0,1400
DELETE,/booking/1157,1,0,1453.0012999894097,1453.0012999894097,1453.0012999894097,1453.0012999894097,7.0,0.03275269067591297,0.0,1500
DELETE,/booking/1158,1,0,1459.7815000161063,1459.7815000161063,1459.7815000161063,1459.7815000161063,7.0,0.03275269067591297,0.0,1500
DELETE,/booking/1159,1,0,1457.7901999873575,1457.7901999873575,1457.7901999873575,1457.7901999873575,7.0,0.03275269067591297,0.0,1500
DELETE,/booking/1160,1,0,1465.489800000796,1465.489800000796,1465.489800000796,1465.489800000796,7.0,0.03275269067591297,0.0,1500
DELETE,/booking/1161,1,0,1394.7618000092916,1394.7618000092916,1394.7618000092916,1394.7618000092916,7.0,0.03275269067591297,0.0,1400
DELETE,/booking/1162,1,0,1398.7687000189908,1398.7687000189908,1398.7687000189908,1398.7687000189908,7.0,0.03275269067591297,0.0,1400
DELETE,/booking/1163,1,0,1399.6024999942165,1399.6024999942165,1399.6024999942165,1399.6024999942165,7.0,0.03275269067591297,0.0,1400
DELETE,/booking/1164,1,0,1481.1037000035867,1481.1037000035867,1481.1037000035867,1481.1037000035867,7.0,0.03275269067591297,0.0,1500
DELETE,/booking/1165,1,0,1478.447600005893,1478.447600005893,1478.447600005893,1478.447600005893,7.0,0.03275269067591297,0.0,1500
DELETE,/booking/1166,1,0,1554.7259000013582,1554.7259000013582,1554.7259000013582,1554.7259000013582,7.0,0.03275269067591297,0.0,1600
DELETE,/booking/1167,1,0,1473.4331000072416,1473.4331000072416,1473.4331000072416,1473.4331000072416,7.0,0.03275269067591297,0.0,1500
DELETE,/booking/1168,1,0,1468.7681999930646,1468.7681999930646,1468.7681999930646,1468.7681999930646,7.0,0.03275269067591297,0.0,1500
DELETE,/booking/1169,1,0,1479.7193999984302,1479.7193999984302,1479.7193999984302,1479.7193999984302,7.0,0.03275269067591297,0.0,1500
DELETE,/booking/1170,1,0,1496.811599994544,1496.811599994544,1496.811599994544,1496.811599994544,7.0,0.03275269067591297,0.0,1500
DELETE,/booking/1171,1,0,1568.5697000008076,1568.5697000008076,1568.5697000008076,1568.5697000008076,7.0,0.03275269067591297,0.0,1600
DELETE,/booking/1172,1,0,1572.440900024958,1572.440900024958,1572.440900024958,1572.440900024958,7.0,0.03275269067591297,0.0,1600
DELETE,/booking/1173,1,0,1687.9513000021689,1687.9513000021689,1687.9513000021689,1687.9513000021689,7.0,0.03275269067591297,0.0,1700
DELETE,/booking/1174,1,0,1693.0552999838255,1693.0552999838255,1693.0552999838255,1693.0552999838255,7.0,0.03275269067591297,0.0,1700
DELETE,/booking/1175,1,0,1685.1326000178233,1685.1326000178233,1685.1326000178233,1685.1326000178233,7.0,0.03275269067591297,0.0,1700
DELETE,/booking/1176,1,0,1684.9585000018124,1684.9585000018124,1684.9585000018124,1684.9585000018124,7.0,0.03275269067591297,0.0,1700
DELETE,/booking/1177,1,0,1684.8242000269238,1684.8242000269238,1684.8242000269238,1684.8242000269238,7.0,0.03275269067591297,0.0,1700
DELETE,/booking/1178,1,0,1695.341400016332,1695.341400016332,1695.341400016332,1695.341400016332,7.0,0.03275269067591297,0.0,1700
DELETE,/booking/1179,1,0,1691.1546000046656,1691.1546000046656,1691.1546000046656,1691.1546000046656,7.0,0.03275269067591297,0.0,1700
DELETE,/booking/1180,1,0,1700.4201000090688,1700.4201000090688,1700.4201000090688,1700.4201000090688,7.0,0.03275269067591297,0.0,1700
DELETE,/booking/1181,1,0,1694.9299999978393,1694.9299999978393,1694.9299999978393,1694.9299999978393,7.0,0.03275269067591297,0.0,1700
DELETE,/booking/1182,1,0,1674.5367999828886,1674.5367999828886,1674.5367999828886,1674.5367999828886,7.0,0.03275269067591297,0.0,1700
DELETE,/booking/1183,1,0,1695.0962000119034,1695.0962000119034,1695.0962000119034,1695.0962000119034,7.0,0.03275269067591297,0.0,1700
DELETE,/booking/1184,1,0,1698.7444999977015,1698.7444999977015,1698.7444999977015,1698.7444999977015,7.0,0.03275269067591297,0.0,1700
DELETE,/booking/1185,1,0,1700.569100008579,1700.569100008579,1700.569100008579,1700.569100008579,7.0,0.03275269067591297,0.0,1700
DELETE,/booking/1186,1,0,1699.643100000685,1699.643100000685,1699.643100000685,1699.643100000685,7.0,0.03275269067591297,0.0,1700
DELETE,/booking/1187,1,0,1683.5527000075672,1683.5527000075672,1683.5527000075672,1683.5527000075672,7.0,0.03275269067591297,0.0,1700
DELETE,/booking/1188,1,0,1665.1999999885447,1665.1999999885447,1665.1999999885447,1665.1999999885447,7.0,0.03275269067591297,0.0,1700
DELETE,/booking/1189,1,0,1665.6377999752294,1665.6377999752294,1665.6377999752294,1665.6377999752294,7.0,0.03275269067591297,0.0,1700
DELETE,/booking/1190,1,0,1661.8297999957576,1661.8297999957576,1661.8297999957576,1661.8297999957576,7.0,0.03275269067591297,0.0,1700
DELETE,/booking/1191,1,0,1664.503899984993,1664.503899984993,1664.503899984993,1664.503899984993,7.0,0.03275269067591297,0.0,1700
DELETE,/booking/1192,1,0,1669.5165999990422,1669.5165999990422,1669.5165999990422,1669.5165999990422,7.0,0.03275269067591297,0.0,1700
DELETE,/booking/1193,1,0,1656.9719999970403,1656.9719999970403,1656.9719999970403,1656.9719999970403,7.0,0.03275269067591297,0.0,1700
DELETE,/booking/1194,1,0,1665.6505000137258,1665.6505000137258,1665.6505000137258,1665.6505000137258,7.0,0.03275269067591297,0.0,1700
DELETE,/booking/1195,1,0,1677.1417999989353,1677.1417999989353,1677.1417999989353,1677.1417999989353,7.0,0.03275269067591297,0.0,1700
DELETE,/booking/1196,1,0,1672.2884000046179,1672.2884000046179,1672.2884000046179,1672.2884000046179,7.0,0.03275269067591297,0.0,1700
DELETE,/booking/1197,1,0,1678.622000006726,1678.622000006726,1678.622000006726,1678.622000006726,7.0,0.03275269067591297,0.0,1700
