Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
DELETE,/booking/3666,1,0,165.6088999880012,165.6088999880012,165.6088999880012,165.6088999880012,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3667,1,0,169.77809998206794,169.77809998206794,169.77809998206794,169.77809998206794,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3668,1,0,176.7798000073526,176.7798000073526,176.7798000073526,176.7798000073526,7.0,0.03334331201792287,0.0,180,180,180,180,180,180,180,180,180,180,180
DELETE,/booking/3669,1,0,167.19979999470524,167.19979999470524,167.19979999470524,167.19979999470524,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3670,1,0,168.31399998045526,168.31399998045526,168.31399998045526,168.31399998045526,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3673,1,0,166.97810002369806,166.97810002369806,166.97810002369806,166.97810002369806,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3676,1,0,162.88769998936914,162.88769998936914,162.88769998936914,162.88769998936914,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3677,1,0,160.15799998422153,160.15799998422153,160.15799998422153,160.15799998422153,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3680,1,0,168.69900000165217,168.69900000165217,168.69900000165217,168.69900000165217,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3683,1,0,164.2135000147391,164.2135000147391,164.2135000147391,164.2135000147391,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3684,1,0,168.28179999720305,168.28179999720305,168.28179999720305,168.28179999720305,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3685,1,0,162.67469999729656,162.67469999729656,162.67469999729656,162.67469999729656,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3686,1,0,171.9038000155706,171.9038000155706,171.9038000155706,171.9038000155706,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3687,1,0,164.52650001156144,164.52650001156144,164.52650001156144,164.52650001156144,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3688,1,0,163.65709999809042,163.65709999809042,163.65709999809042,163.65709999809042,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3692,1,0,159.19610002310947,159.19610002310947,159.19610002310947,159.19610002310947,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3695,1,0,206.34269999573007,206.34269999573007,206.34269999573007,206.34269999573007,7.0,0.03334331201792287,0.0,210,210,210,210,210,210,210,210,210,210,210
DELETE,/booking/3698,1,0,168.52830001153052,168.52830001153052,168.52830001153052,168.52830001153052,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3700,1,0,162.17279998818412,162.17279998818412,162.17279998818412,162.17279998818412,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3701,1,0,190.52480001118965,190.52480001118965,190.52480001118965,190.52480001118965,7.0,0.03334331201792287,0.0,190,190,190,190,190,190,190,190,190,190,190
DELETE,/booking/3704,1,0,164.25170001457445,164.25170001457445,164.25170001457445,164.25170001457445,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3705,1,0,193.31339999916963,193.31339999916963,193.31339999916963,193.31339999916963,7.0,0.03334331201792287,0.0,190,190,190,190,190,190,190,190,190,190,190
DELETE,/booking/3706,1,0,165.99229999701492,165.99229999701492,165.99229999701492,165.99229999701492,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3707,1,0,159.6296999778133,159.6296999778133,159.6296999778133,159.6296999778133,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3708,1,0,162.29829998337664,162.29829998337664,162.29829998337664,162.29829998337664,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3709,1,0,159.75550000439398,159.75550000439398,159.75550000439398,159.75550000439398,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3713,1,0,165.0593999947887,165.0593999947887,165.0593999947887,165.0593999947887,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3714,1,0,172.28550001163967,172.28550001163967,172.28550001163967,172.28550001163967,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3716,1,0,174.47499997797422,174.47499997797422,174.47499997797422,174.47499997797422,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3717,1,0,172.42679998162203,172.42679998162203,172.42679998162203,172.42679998162203,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3718,1,0,170.61469997861423,170.61469997861423,170.61469997861423,170.61469997861423,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3719,1,0,165.0826999975834,165.0826999975834,165.0826999975834,165.0826999975834,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3720,1,0,162.86549999495037,162.86549999495037,162.86549999495037,162.86549999495037,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3721,1,0,168.8072000106331,168.8072000106331,168.8072000106331,168.8072000106331,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3722,1,0,164.90730000077747,164.90730000077747,164.90730000077747,164.90730000077747,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3725,1,0,203.11370000126772,203.11370000126772,203.11370000126772,203.11370000126772,7.0,0.03334331201792287,0.0,200,200,200,200,200,200,200,200,200,200,200
DELETE,/booking/3727,1,0,191.04639999568462,191.04639999568462,191.04639999568462,191.04639999568462,7.0,0.03334331201792287,0.0,190,190,190,190,190,190,190,190,190,190,190
DELETE,/booking/3729,1,0,163.5859999805689,163.5859999805689,163.5859999805689,163.5859999805689,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3730,1,0,163.1751999957487,163.1751999957487,163.1751999957487,163.1751999957487,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3731,1,0,162.34089998761192,162.34089998761192,162.34089998761192,162.34089998761192,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3732,1,0,161.81230000802316,161.81230000802316,161.81230000802316,161.81230000802316,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3733,1,0,163.0392000079155,163.0392000079155,163.0392000079155,163.0392000079155,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3734,1,0,164.47299998253584,164.47299998253584,164.47299998253584,164.47299998253584,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3735,1,0,163.68140000849962,163.68140000849962,163.68140000849962,163.68140000849962,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3736,1,0,165.43049999745563,165.43049999745563,165.43049999745563,165.43049999745563,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3739,1,0,169.90089998580515,169.90089998580515,169.90089998580515,169.90089998580515,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3740,1,0,162.87800000282004,162.87800000282004,162.87800000282004,162.87800000282004,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3742,1,0,197.20870000310242,197.20870000310242,197.20870000310242,197.20870000310242,7.0,0.03334331201792287,0.0,200,200,200,200,200,200,200,200,200,200,200
DELETE,/booking/3743,1,0,168.95230000955053,168.95230000955053,168.95230000955053,168.95230000955053,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3744,1,0,161.88509998028167,161.88509998028167,161.88509998028167,161.88509998028167,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3745,1,0,161.2314999802038,161.2314999802038,161.2314999802038,161.2314999802038,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3746,1,0,199.38549998914823,199.38549998914823,199.38549998914823,199.38549998914823,7.0,0.03334331201792287,0.0,200,200,200,200,200,200,200,200,200,200,200
DELETE,/booking/3747,1,0,169.29390002042055,169.29390002042055,169.29390002042055,169.29390002042055,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3748,1,0,170.75930000282824,170.75930000282824,170.75930000282824,170.75930000282824,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3749,1,0,170.36960000405088,170.36960000405088,170.36960000405088,170.36960000405088,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3751,1,0,166.81120000430383,166.81120000430383,166.81120000430383,166.81120000430383,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3752,1,0,163.84899997501634,163.84899997501634,163.84899997501634,163.84899997501634,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3754,1,0,164.93989998707548,164.93989998707548,164.93989998707548,164.93989998707548,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3755,1,0,165.79020000062883,165.79020000062883,165.79020000062883,165.79020000062883,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3756,1,0,162.8171000047587,162.8171000047587,162.8171000047587,162.8171000047587,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3757,1,0,161.67050000512972,161.67050000512972,161.67050000512972,161.67050000512972,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3758,1,0,167.26139999809675,167.26139999809675,167.26139999809675,167.26139999809675,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3759,1,0,171.6549999837298,171.6549999837298,171.6549999837298,171.6549999837298,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3760,1,0,171.5511000074912,171.5511000074912,171.5511000074912,171.5511000074912,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3762,1,0,163.46660000272095,163.46660000272095,163.46660000272095,163.46660000272095,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3765,1,0,184.64510000194423,184.64510000194423,184.64510000194423,184.64510000194423,7.0,0.03334331201792287,0.0,180,180,180,180,180,180,180,180,180,180,180
DELETE,/booking/3766,1,0,187.7297000028193,187.7297000028193,187.7297000028193,187.7297000028193,7.0,0.03334331201792287,0.0,190,190,190,190,190,190,190,190,190,190,190
DELETE,/booking/3768,1,0,163.10609999345616,163.10609999345616,163.10609999345616,163.10609999345616,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3769,1,0,164.46790000190958,164.46790000190958,164.46790000190958,164.46790000190958,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3770,1,0,158.8943999959156,158.8943999959156,158.8943999959156,158.8943999959156,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3771,1,0,163.8708999962546,163.8708999962546,163.8708999962546,163.8708999962546,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3772,1,0,161.36250001727603,161.36250001727603,161.36250001727603,161.36250001727603,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3774,1,0,160.84150000824593,160.84150000824593,160.84150000824593,160.84150000824593,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3775,1,0,168.69349998887628,168.69349998887628,168.69349998887628,168.69349998887628,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3776,1,0,167.23190000629984,167.23190000629984,167.23190000629984,167.23190000629984,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3781,1,0,180.8487999951467,180.8487999951467,180.8487999951467,180.8487999951467,7.0,0.03334331201792287,0.0,180,180,180,180,180,180,180,180,180,180,180
DELETE,/booking/3782,1,0,169.92970000137575,169.92970000137575,169.92970000137575,169.92970000137575,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3785,1,0,188.40679997811094,188.40679997811094,188.40679997811094,188.40679997811094,7.0,0.03334331201792287,0.0,190,190,190,190,190,190,190,190,190,190,190
DELETE,/booking/3786,1,0,185.2530000032857,185.2530000032857,185.2530000032857,185.2530000032857,7.0,0.03334331201792287,0.0,190,190,190,190,190,190,190,190,190,190,190
DELETE,/booking/3788,1,0,247.2896999970544,247.2896999970544,247.2896999970544,247.2896999970544,7.0,0.03334331201792287,0.0,250,250,250,250,250,250,250,250,250,250,250
DELETE,/booking/3789,1,0,189.01060000644065,189.01060000644065,189.01060000644065,189.01060000644065,7.0,0.03334331201792287,0.0,190,190,190,190,190,190,190,190,190,190,190
DELETE,/booking/3790,1,0,245.44629998854361,245.44629998854361,245.44629998854361,245.44629998854361,7.0,0.03334331201792287,0.0,250,250,250,250,250,250,250,250,250,250,250
DELETE,/booking/3791,1,0,189.2202000017278,189.2202000017278,189.2202000017278,189.2202000017278,7.0,0.03334331201792287,0.0,190,190,190,190,190,190,190,190,190,190,190
DELETE,/booking/3792,1,0,186.10570000601,186.10570000601,186.10570000601,186.10570000601,7.0,0.03334331201792287,0.0,190,190,190,190,190,190,190,190,190,190,190
DELETE,/booking/3793,1,0,178.397000010591,178.397000010591,178.397000010591,178.397000010591,7.0,0.03334331201792287,0.0,180,180,180,180,180,180,180,180,180,180,180
DELETE,/booking/3798,1,0,164.09349997411482,164.09349997411482,164.09349997411482,164.09349997411482,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3800,1,0,163.15800001029857,163.15800001029857,163.15800001029857,163.15800001029857,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3802,1,0,163.65709999809042,163.65709999809042,163.65709999809042,163.65709999809042,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3803,1,0,167.21859999233857,167.21859999233857,167.21859999233857,167.21859999233857,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3804,1,0,165.5998000060208,165.5998000060208,165.5998000060208,165.5998000060208,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3805,1,0,164.30240002227947,164.30240002227947,164.30240002227947,164.30240002227947,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3806,1,0,164.44359999150038,164.44359999150038,164.44359999150038,164.44359999150038,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3807,1,0,165.03659999580123,165.03659999580123,165.03659999580123,165.03659999580123,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3809,1,0,174.10020000534132,174.10020000534132,174.10020000534132,174.10020000534132,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3810,1,0,171.92200000863522,171.92200000863522,171.92200000863522,171.92200000863522,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3813,1,0,164.54879997763783,164.54879997763783,164.54879997763783,164.54879997763783,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3814,1,0,174.75080001167953,174.75080001167953,174.75080001167953,174.75080001167953,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3815,1,0,163.84699998889118,163.84699998889118,163.84699998889118,163.84699998889118,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3817,1,0,167.59630001615733,167.59630001615733,167.59630001615733,167.59630001615733,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3819,1,0,163.36770000634715,163.36770000634715,163.36770000634715,163.36770000634715,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3820,1,0,163.0146999959834,163.0146999959834,163.0146999959834,163.0146999959834,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3821,1,0,167.68579999916255,167.68579999916255,167.68579999916255,167.68579999916255,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3822,1,0,161.29700001329184,161.29700001329184,161.29700001329184,161.29700001329184,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3823,1,0,169.91419999976642,169.91419999976642,169.91419999976642,169.91419999976642,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3824,1,0,164.48310000123456,164.48310000123456,164.48310000123456,164.48310000123456,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3826,1,0,168.26760000549257,168.26760000549257,168.26760000549257,168.26760000549257,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3827,1,0,167.90000000037253,167.90000000037253,167.90000000037253,167.90000000037253,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3828,1,0,164.93300002184696,164.93300002184696,164.93300002184696,164.93300002184696,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3829,1,0,163.9638000051491,163.9638000051491,163.9638000051491,163.9638000051491,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3832,1,0,174.89709999063052,174.89709999063052,174.89709999063052,174.89709999063052,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3833,1,0,170.53390000364743,170.53390000364743,170.53390000364743,170.53390000364743,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3834,1,0,170.97520001698285,170.97520001698285,170.97520001698285,170.97520001698285,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3835,1,0,175.82959998981096,175.82959998981096,175.82959998981096,175.82959998981096,7.0,0.03334331201792287,0.0,180,180,180,180,180,180,180,180,180,180,180
DELETE,/booking/3836,1,0,166.02120001334697,166.02120001334697,166.02120001334697,166.02120001334697,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3837,1,0,163.25769998366013,163.25769998366013,163.25769998366013,163.25769998366013,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3841,1,0,171.5484999876935,171.5484999876935,171.5484999876935,171.5484999876935,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3843,1,0,167.85779999918304,167.85779999918304,167.85779999918304,167.85779999918304,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3844,1,0,168.43119999975897,168.43119999975897,168.43119999975897,168.43119999975897,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3845,1,0,202.53839998622425,202.53839998622425,202.53839998622425,202.53839998622425,7.0,0.03334331201792287,0.0,200,200,200,200,200,200,200,200,200,200,200
DELETE,/booking/3846,1,0,169.95059998589568,169.95059998589568,169.95059998589568,169.95059998589568,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3847,1,0,162.18600000138395,162.18600000138395,162.18600000138395,162.18600000138395,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3848,1,0,161.9652999797836,161.9652999797836,161.9652999797836,161.9652999797836,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3849,1,0,164.75330002140254,164.75330002140254,164.75330002140254,164.75330002140254,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3851,1,0,162.7190999861341,162.7190999861341,162.7190999861341,162.7190999861341,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3852,1,0,160.96949999337085,160.96949999337085,160.96949999337085,160.96949999337085,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3855,1,0,166.05749999871477,166.05749999871477,166.05749999871477,166.05749999871477,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3856,1,0,160.4319000034593,160.4319000034593,160.4319000034593,160.4319000034593,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3857,1,0,160.93939999700524,160.93939999700524,160.93939999700524,160.93939999700524,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3858,1,0,174.72440001438372,174.72440001438372,174.72440001438372,174.72440001438372,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3861,1,0,160.78959999140352,160.78959999140352,160.78959999140352,160.78959999140352,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3862,1,0,161.36749999714084,161.36749999714084,161.36749999714084,161.36749999714084,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3863,1,0,163.2538999838289,163.2538999838289,163.2538999838289,163.2538999838289,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3864,1,0,165.30860000057146,165.30860000057146,165.30860000057146,165.30860000057146,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3865,1,0,169.81920000398532,169.81920000398532,169.81920000398532,169.81920000398532,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3866,1,0,167.15570000815205,167.15570000815205,167.15570000815205,167.15570000815205,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3868,1,0,170.20229998161085,170.20229998161085,170.20229998161085,170.20229998161085,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3869,1,0,169.58380001597106,169.58380001597106,169.58380001597106,169.58380001597106,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3870,1,0,160.75479998835362,160.75479998835362,160.75479998835362,160.75479998835362,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3871,1,0,160.77260000747629,160.77260000747629,160.77260000747629,160.77260000747629,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3872,1,0,162.32659999514,162.32659999514,162.32659999514,162.32659999514,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3873,1,0,160.4464999982156,160.4464999982156,160.4464999982156,160.4464999982156,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3874,1,0,161.2685000000056,161.2685000000056,161.2685000000056,161.2685000000056,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3876,1,0,163.08900000876747,163.08900000876747,163.08900000876747,163.08900000876747,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3877,1,0,184.27470000460744,184.27470000460744,184.27470000460744,184.27470000460744,7.0,0.03334331201792287,0.0,180,180,180,180,180,180,180,180,180,180,180
DELETE,/booking/3878,1,0,185.3666999959387,185.3666999959387,185.3666999959387,185.3666999959387,7.0,0.03334331201792287,0.0,190,190,190,190,190,190,190,190,190,190,190
DELETE,/booking/3880,1,0,162.7944999781903,162.7944999781903,162.7944999781903,162.7944999781903,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3881,1,0,180.05860000266694,180.05860000266694,180.05860000266694,180.05860000266694,7.0,0.03334331201792287,0.0,180,180,180,180,180,180,180,180,180,180,180
DELETE,/booking/3882,1,0,173.18079998949543,173.18079998949543,173.18079998949543,173.18079998949543,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3883,1,0,162.342700001318,162.342700001318,162.342700001318,162.342700001318,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3885,1,0,161.5835000120569,161.5835000120569,161.5835000120569,161.5835000120569,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3886,1,0,161.5938000031747,161.5938000031747,161.5938000031747,161.5938000031747,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3887,1,0,167.92989999521524,167.92989999521524,167.92989999521524,167.92989999521524,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3888,1,0,162.1240999957081,162.1240999957081,162.1240999957081,162.1240999957081,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3889,1,0,171.62729997653514,171.62729997653514,171.62729997653514,171.62729997653514,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3890,1,0,172.67739999806508,172.67739999806508,172.67739999806508,172.67739999806508,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3891,1,0,163.42060000170022,163.42060000170022,163.42060000170022,163.42060000170022,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3893,1,0,174.67999999644235,174.67999999644235,174.67999999644235,174.67999999644235,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3894,1,0,173.69690001942217,173.69690001942217,173.69690001942217,173.69690001942217,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3895,1,0,160.94699999666773,160.94699999666773,160.94699999666773,160.94699999666773,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
