Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
DELETE,/booking/3440,1,0,162.28469999623485,162.28469999623485,162.28469999623485,162.28469999623485,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3441,1,0,162.48720002477057,162.48720002477057,162.48720002477057,162.48720002477057,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3442,1,0,162.2518999793101,162.2518999793101,162.2518999793101,162.2518999793101,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3443,1,0,167.99889999674633,167.99889999674633,167.99889999674633,167.99889999674633,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3444,1,0,164.81719998409972,164.81719998409972,164.81719998409972,164.81719998409972,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3447,1,0,162.8095000050962,162.8095000050962,162.8095000050962,162.8095000050962,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3450,1,0,165.5573999742046,165.5573999742046,165.5573999742046,165.5573999742046,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3452,1,0,165.7859999977518,165.7859999977518,165.7859999977518,165.7859999977518,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3453,1,0,165.55479998351075,165.55479998351075,165.55479998351075,165.55479998351075,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3454,1,0,162.90559998014942,162.90559998014942,162.90559998014942,162.90559998014942,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3455,1,0,161.88420000253245,161.88420000253245,161.88420000253245,161.88420000253245,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3456,1,0,162.2856000030879,162.2856000030879,162.2856000030879,162.2856000030879,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3457,1,0,163.27640000963584,163.27640000963584,163.27640000963584,163.27640000963584,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3458,1,0,170.46400002436712,170.46400002436712,170.46400002436712,170.46400002436712,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3459,1,0,171.49420001078397,171.49420001078397,171.49420001078397,171.49420001078397,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3462,1,0,162.96680000959896,162.96680000959896,162.96680000959896,162.96680000959896,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3465,1,0,168.67360001197085,168.67360001197085,168.67360001197085,168.67360001197085,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3466,1,0,162.5771000108216,162.5771000108216,162.5771000108216,162.5771000108216,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3467,1,0,163.603900000453,163.603900000453,163.603900000453,163.603900000453,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3468,1,0,164.4469000166282,164.4469000166282,164.4469000166282,164.4469000166282,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3469,1,0,162.6150999800302,162.6150999800302,162.6150999800302,162.6150999800302,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3470,1,0,161.25669999746606,161.25669999746606,161.25669999746606,161.25669999746606,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3471,1,0,161.75299999304116,161.75299999304116,161.75299999304116,161.75299999304116,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3472,1,0,167.67589998198673,167.67589998198673,167.67589998198673,167.67589998198673,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3473,1,0,167.53950002021156,167.53950002021156,167.53950002021156,167.53950002021156,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3476,1,0,181.66140001267195,181.66140001267195,181.66140001267195,181.66140001267195,7.0,0.03334331201792287,0.0,180,180,180,180,180,180,180,180,180,180,180
DELETE,/booking/3478,1,0,162.33120000106283,162.33120000106283,162.33120000106283,162.33120000106283,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3480,1,0,161.97119999560528,161.97119999560528,161.97119999560528,161.97119999560528,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3481,1,0,161.81540000252426,161.81540000252426,161.81540000252426,161.81540000252426,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3482,1,0,168.63259999081492,168.63259999081492,168.63259999081492,168.63259999081492,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3483,1,0,161.4316999912262,161.4316999912262,161.4316999912262,161.4316999912262,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3484,1,0,166.38929999317043,166.38929999317043,166.38929999317043,166.38929999317043,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3485,1,0,163.84360002120957,163.84360002120957,163.84360002120957,163.84360002120957,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3486,1,0,163.02969999378547,163.02969999378547,163.02969999378547,163.02969999378547,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3487,1,0,162.48490000725724,162.48490000725724,162.48490000725724,162.48490000725724,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3489,1,0,183.62870000419207,183.62870000419207,183.62870000419207,183.62870000419207,7.0,0.03334331201792287,0.0,180,180,180,180,180,180,180,180,180,180,180
DELETE,/booking/3491,1,0,160.57989999535494,160.57989999535494,160.57989999535494,160.57989999535494,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3492,1,0,163.87790002045222,163.87790002045222,163.87790002045222,163.87790002045222,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3493,1,0,164.72780000185594,164.72780000185594,164.72780000185594,164.72780000185594,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3495,1,0,168.96239999914542,168.96239999914542,168.96239999914542,168.96239999914542,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3496,1,0,163.72819998650812,163.72819998650812,163.72819998650812,163.72819998650812,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3497,1,0,165.92030000174418,165.92030000174418,165.92030000174418,165.92030000174418,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3498,1,0,165.9469000005629,165.9469000005629,165.9469000005629,165.9469000005629,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3499,1,0,164.20889997971244,164.20889997971244,164.20889997971244,164.20889997971244,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3501,1,0,164.24809998716228,164.24809998716228,164.24809998716228,164.24809998716228,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3504,1,0,163.2324999955017,163.2324999955017,163.2324999955017,163.2324999955017,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3507,1,0,160.65330000128597,160.65330000128597,160.65330000128597,160.65330000128597,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3509,1,0,166.73910000827163,166.73910000827163,166.73910000827163,166.73910000827163,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3510,1,0,160.51729998434894,160.51729998434894,160.51729998434894,160.51729998434894,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3511,1,0,161.64390000631101,161.64390000631101,161.64390000631101,161.64390000631101,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3512,1,0,163.6073999979999,163.6073999979999,163.6073999979999,163.6073999979999,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3514,1,0,166.4390999940224,166.4390999940224,166.4390999940224,166.4390999940224,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3515,1,0,164.67460000421852,164.67460000421852,164.67460000421852,164.67460000421852,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3516,1,0,167.85989998606965,167.85989998606965,167.85989998606965,167.85989998606965,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3517,1,0,176.389600004768,176.389600004768,176.389600004768,176.389600004768,7.0,0.03334331201792287,0.0,180,180,180,180,180,180,180,180,180,180,180
DELETE,/booking/3521,1,0,196.2405999947805,196.2405999947805,196.2405999947805,196.2405999947805,7.0,0.03334331201792287,0.0,200,200,200,200,200,200,200,200,200,200,200
DELETE,/booking/3523,1,0,165.86179999285378,165.86179999285378,165.86179999285378,165.86179999285378,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3524,1,0,160.91920001781546,160.91920001781546,160.91920001781546,160.91920001781546,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3525,1,0,164.10920000635087,164.10920000635087,164.10920000635087,164.10920000635087,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3528,1,0,162.40889998152852,162.40889998152852,162.40889998152852,162.40889998152852,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3529,1,0,169.9674999981653,169.9674999981653,169.9674999981653,169.9674999981653,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3530,1,0,168.2091999973636,168.2091999973636,168.2091999973636,168.2091999973636,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3531,1,0,165.26199999498203,165.26199999498203,165.26199999498203,165.26199999498203,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3532,1,0,162.4461000028532,162.4461000028532,162.4461000028532,162.4461000028532,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3534,1,0,166.15219999221154,166.15219999221154,166.15219999221154,166.15219999221154,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3537,1,0,164.8235999746248,164.8235999746248,164.8235999746248,164.8235999746248,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3539,1,0,159.32740000425838,159.32740000425838,159.32740000425838,159.32740000425838,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3540,1,0,160.91869998490438,160.91869998490438,160.91869998490438,160.91869998490438,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3541,1,0,160.15489998972043,160.15489998972043,160.15489998972043,160.15489998972043,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3543,1,0,174.4268999900669,174.4268999900669,174.4268999900669,174.4268999900669,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3544,1,0,177.7715000207536,177.7715000207536,177.7715000207536,177.7715000207536,7.0,0.03334331201792287,0.0,180,180,180,180,180,180,180,180,180,180,180
DELETE,/booking/3545,1,0,177.21229998278432,177.21229998278432,177.21229998278432,177.21229998278432,7.0,0.03334331201792287,0.0,180,180,180,180,180,180,180,180,180,180,180
DELETE,/booking/3546,1,0,177.28319999878295,177.28319999878295,177.28319999878295,177.28319999878295,7.0,0.03334331201792287,0.0,180,180,180,180,180,180,180,180,180,180,180
DELETE,/booking/3547,1,0,163.526800024556,163.526800024556,163.526800024556,163.526800024556,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3548,1,0,164.55580000183545,164.55580000183545,164.55580000183545,164.55580000183545,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3553,1,0,163.39249999145977,163.39249999145977,163.39249999145977,163.39249999145977,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3554,1,0,159.61349999997765,159.61349999997765,159.61349999997765,159.61349999997765,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3555,1,0,161.1888000043109,161.1888000043109,161.1888000043109,161.1888000043109,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3556,1,0,160.7934999919962,160.7934999919962,160.7934999919962,160.7934999919962,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3559,1,0,167.81800001626834,167.81800001626834,167.81800001626834,167.81800001626834,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3560,1,0,162.58780000498518,162.58780000498518,162.58780000498518,162.58780000498518,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3561,1,0,168.66180000943132,168.66180000943132,168.66180000943132,168.66180000943132,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3562,1,0,166.31890001008287,166.31890001008287,166.31890001008287,166.31890001008287,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3563,1,0,173.157600016566,173.157600016566,173.157600016566,173.157600016566,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3564,1,0,162.49730001436546,162.49730001436546,162.49730001436546,162.49730001436546,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3566,1,0,176.1603000049945,176.1603000049945,176.1603000049945,176.1603000049945,7.0,0.03334331201792287,0.0,180,180,180,180,180,180,180,180,180,180,180
DELETE,/booking/3567,1,0,175.82099998253398,175.82099998253398,175.82099998253398,175.82099998253398,7.0,0.03334331201792287,0.0,180,180,180,180,180,180,180,180,180,180,180
DELETE,/booking/3568,1,0,170.50030000973493,170.50030000973493,170.50030000973493,170.50030000973493,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3569,1,0,168.43949997564778,168.43949997564778,168.43949997564778,168.43949997564778,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3571,1,0,166.18100000778213,166.18100000778213,166.18100000778213,166.18100000778213,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3572,1,0,167.88459999952465,167.88459999952465,167.88459999952465,167.88459999952465,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3573,1,0,168.4036000224296,168.4036000224296,168.4036000224296,168.4036000224296,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3574,1,0,168.848600005731,168.848600005731,168.848600005731,168.848600005731,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3575,1,0,178.11760000768118,178.11760000768118,178.11760000768118,178.11760000768118,7.0,0.03334331201792287,0.0,180,180,180,180,180,180,180,180,180,180,180
DELETE,/booking/3576,1,0,176.56670001451857,176.56670001451857,176.56670001451857,176.56670001451857,7.0,0.03334331201792287,0.0,180,180,180,180,180,180,180,180,180,180,180
DELETE,/booking/3578,1,0,159.79340000194497,159.79340000194497,159.79340000194497,159.79340000194497,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3579,1,0,162.2479000070598,162.2479000070598,162.2479000070598,162.2479000070598,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3580,1,0,161.83269998873584,161.83269998873584,161.83269998873584,161.83269998873584,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3581,1,0,162.9374999902211,162.9374999902211,162.9374999902211,162.9374999902211,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3582,1,0,163.42420000000857,163.42420000000857,163.42420000000857,163.42420000000857,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3583,1,0,163.4403000061866,163.4403000061866,163.4403000061866,163.4403000061866,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3584,1,0,162.4493999988772,162.4493999988772,162.4493999988772,162.4493999988772,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3586,1,0,162.1877999859862,162.1877999859862,162.1877999859862,162.1877999859862,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3587,1,0,168.7182000023313,168.7182000023313,168.7182000023313,168.7182000023313,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3588,1,0,168.8612000143621,168.8612000143621,168.8612000143621,168.8612000143621,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3592,1,0,163.65610001957975,163.65610001957975,163.65610001957975,163.65610001957975,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3593,1,0,163.1593000201974,163.1593000201974,163.1593000201974,163.1593000201974,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3594,1,0,163.4255000099074,163.4255000099074,163.4255000099074,163.4255000099074,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3595,1,0,162.84070000983775,162.84070000983775,162.84070000983775,162.84070000983775,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3598,1,0,165.34549999050796,165.34549999050796,165.34549999050796,165.34549999050796,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3599,1,0,165.6741999904625,165.6741999904625,165.6741999904625,165.6741999904625,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3600,1,0,166.44850000739098,166.44850000739098,166.44850000739098,166.44850000739098,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3601,1,0,163.4390999970492,163.4390999970492,163.4390999970492,163.4390999970492,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3602,1,0,169.03620000812225,169.03620000812225,169.03620000812225,169.03620000812225,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3603,1,0,173.13949999515899,173.13949999515899,173.13949999515899,173.13949999515899,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3604,1,0,167.87119998480193,167.87119998480193,167.87119998480193,167.87119998480193,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3605,1,0,175.76329997973517,175.76329997973517,175.76329997973517,175.76329997973517,7.0,0.03334331201792287,0.0,180,180,180,180,180,180,180,180,180,180,180
DELETE,/booking/3606,1,0,184.12959997658618,184.12959997658618,184.12959997658618,184.12959997658618,7.0,0.03334331201792287,0.0,180,180,180,180,180,180,180,180,180,180,180
DELETE,/booking/3607,1,0,176.92260001786053,176.92260001786053,176.92260001786053,176.92260001786053,7.0,0.03334331201792287,0.0,180,180,180,180,180,180,180,180,180,180,180
DELETE,/booking/3609,1,0,179.85839999164455,179.85839999164455,179.85839999164455,179.85839999164455,7.0,0.03334331201792287,0.0,180,180,180,180,180,180,180,180,180,180,180
DELETE,/booking/3610,1,0,180.72709999978542,180.72709999978542,180.72709999978542,180.72709999978542,7.0,0.03334331201792287,0.0,180,180,180,180,180,180,180,180,180,180,180
DELETE,/booking/3611,1,0,181.39730000984855,181.39730000984855,181.39730000984855,181.39730000984855,7.0,0.03334331201792287,0.0,180,180,180,180,180,180,180,180,180,180,180
DELETE,/booking/3612,1,0,179.18119998648763,179.18119998648763,179.18119998648763,179.18119998648763,7.0,0.03334331201792287,0.0,180,180,180,180,180,180,180,180,180,180,180
DELETE,/booking/3613,1,0,170.57879999629222,170.57879999629222,170.57879999629222,170.57879999629222,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3614,1,0,172.0056000049226,172.0056000049226,172.0056000049226,172.0056000049226,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3618,1,0,166.30859998986125,166.30859998986125,166.30859998986125,166.30859998986125,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3619,1,0,177.12029998074286,177.12029998074286,177.12029998074286,177.12029998074286,7.0,0.03334331201792287,0.0,180,180,180,180,180,180,180,180,180,180,180
DELETE,/booking/3620,1,0,175.99109999719076,175.99109999719076,175.99109999719076,175.99109999719076,7.0,0.03334331201792287,0.0,180,180,180,180,180,180,180,180,180,180,180
DELETE,/booking/3621,1,0,161.4529000071343,161.4529000071343,161.4529000071343,161.4529000071343,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3622,1,0,163.873399986187,163.873399986187,163.873399986187,163.873399986187,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3623,1,0,165.57409998495132,165.57409998495132,165.57409998495132,165.57409998495132,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3624,1,0,164.80800000135787,164.80800000135787,164.80800000135787,164.80800000135787,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3625,1,0,167.32480001519434,167.32480001519434,167.32480001519434,167.32480001519434,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3627,1,0,167.42089999024756,167.42089999024756,167.42089999024756,167.42089999024756,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3628,1,0,167.35780000453815,167.35780000453815,167.35780000453815,167.35780000453815,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3632,1,0,164.00730001623742,164.00730001623742,164.00730001623742,164.00730001623742,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3633,1,0,169.89159997319803,169.89159997319803,169.89159997319803,169.89159997319803,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3634,1,0,166.63699998753145,166.63699998753145,166.63699998753145,166.63699998753145,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3635,1,0,167.97310000401922,167.97310000401922,167.97310000401922,167.97310000401922,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3637,1,0,173.0366999981925,173.0366999981925,173.0366999981925,173.0366999981925,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3638,1,0,162.4186999979429,162.4186999979429,162.4186999979429,162.4186999979429,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3639,1,0,164.04540001531132,164.04540001531132,164.04540001531132,164.04540001531132,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3640,1,0,169.34310001670383,169.34310001670383,169.34310001670383,169.34310001670383,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3641,1,0,166.1074000003282,166.1074000003282,166.1074000003282,166.1074000003282,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3642,1,0,165.17449999810196,165.17449999810196,165.17449999810196,165.17449999810196,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3644,1,0,163.58769999351352,163.58769999351352,163.58769999351352,163.58769999351352,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3646,1,0,165.2994000178296,165.2994000178296,165.2994000178296,165.2994000178296,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3647,1,0,165.58270002133213,165.58270002133213,165.58270002133213,165.58270002133213,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3648,1,0,199.15969998692162,199.15969998692162,199.15969998692162,199.15969998692162,7.0,0.03334331201792287,0.0,200,200,200,200,200,200,200,200,200,200,200
DELETE,/booking/3650,1,0,163.99279999313876,163.99279999313876,163.99279999313876,163.99279999313876,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3651,1,0,166.80470001301728,166.80470001301728,166.80470001301728,166.80470001301728,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3653,1,0,184.9233999964781,184.9233999964781,184.9233999964781,184.9233999964781,7.0,0.03334331201792287,0.0,180,180,180,180,180,180,180,180,180,180,180
DELETE,/booking/3654,1,0,164.24600000027567,164.24600000027567,164.24600000027567,164.24600000027567,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3655,1,0,174.0762999979779,174.0762999979779,174.0762999979779,174.0762999979779,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3656,1,0,174.24100000062026,174.24100000062026,174.24100000062026,174.24100000062026,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3659,1,0,158.83339999709278,158.83339999709278,158.83339999709278,158.83339999709278,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3661,1,0,162.0742000231985,162.0742000231985,162.0742000231985,162.0742000231985,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3662,1,0,165.84910001256503,165.84910001256503,165.84910001256503,165.84910001256503,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3663,1,0,167.22119998303242,167.22119998303242,167.22119998303242,167.22119998303242,7.0,0.03334331201792287,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3665,1,0,163.51760001271032,163.51760001271032,163.51760001271032,163.51760001271032,7.0,0.03334331201792287,0.0,160,160,160,160,160,160,160,160,160,160,160
